Order ID,Date,Product,Price,Zipcode
1,2023-10-24,Oranges,3.15,12816
2,2023-11-26,Water,34.53,14728
2,2023-11-26,Sugar,84.42,14728
2,2023-11-26,Bananas,78.13,14728
3,2023-10-23,Tomatoes,22.83,10545
3,2023-10-23,Kale,75.29,10545
3,2023-10-23,Sugar,9.84,10545
3,2023-10-23,Eggs,15.61,10545
3,2023-10-23,Vinegar,55.48,10545
3,2023-10-23,Nuts,98.0,10545
3,2023-10-23,Lettuce,67.3,10545
3,2023-10-23,Quinoa,51.14,10545
3,2023-10-23,Yogurt,58.32,10545
3,2023-10-23,Sugar,24.54,10545
3,2023-10-23,Tomatoes,67.4,10545
3,2023-10-23,Apples,34.14,10545
3,2023-10-23,Sugar,84.61,10545
3,2023-10-23,Carrots,20.35,10545
3,2023-10-23,Apples,72.89,10545
3,2023-10-23,Juice,52.19,10545
3,2023-10-23,Vinegar,26.66,10545
3,2023-10-23,Bananas,65.89,10545
4,2024-01-26,Flour,94.83,12056
4,2024-01-26,Bananas,82.2,12056
4,2024-01-26,Nuts,29.08,12056
4,2024-01-26,Xylitol,82.75,12056
4,2024-01-26,Honey,98.84,12056
4,2024-01-26,Bananas,7.19,12056
4,2024-01-26,Oranges,28.84,12056
4,2024-01-26,Honey,52.38,12056
4,2024-01-26,Flour,48.64,12056
4,2024-01-26,Kale,12.82,12056
4,2024-01-26,Sugar,15.93,12056
5,2024-04-19,Rice,62.03,10086
5,2024-04-19,Yogurt,44.11,10086
5,2024-04-19,Tomatoes,59.57,10086
5,2024-04-19,Eggs,75.42,10086
5,2024-04-19,Ice Cream,74.26,10086
5,2024-04-19,Yogurt,82.0,10086
6,2024-03-13,Lettuce,51.98,13442
6,2024-03-13,Ice Cream,29.98,13442
6,2024-03-13,Bananas,12.54,13442
6,2024-03-13,Yogurt,11.27,13442
6,2024-03-13,Quinoa,35.94,13442
6,2024-03-13,Carrots,1.25,13442
6,2024-03-13,Tomatoes,98.68,13442
6,2024-03-13,Honey,18.39,13442
7,2024-02-23,Eggs,2.12,10992
7,2024-02-23,Flour,12.22,10992
7,2024-02-23,Zucchini,41.38,10992
8,2023-09-29,Apples,62.73,10278
8,2023-09-29,Lettuce,57.19,10278
8,2023-09-29,Detergent,12.1,10278
8,2023-09-29,Lettuce,69.03,10278
8,2023-09-29,Apples,74.11,10278
8,2023-09-29,Eggs,32.49,10278
9,2023-09-19,Vinegar,13.99,10990
9,2023-09-19,Bananas,32.35,10990
10,2024-02-21,Pasta,4.82,13422
10,2024-02-21,Pasta,33.67,13422
10,2024-02-21,Nuts,46.76,13422
10,2024-02-21,Sugar,13.64,13422
10,2024-02-21,Nuts,98.07,13422
10,2024-02-21,Kale,70.45,13422
10,2024-02-21,Milk,55.32,13422
10,2024-02-21,Quinoa,9.41,13422
10,2024-02-21,Carrots,34.71,13422
10,2024-02-21,Honey,92.26,13422
10,2024-02-21,Apples,60.2,13422
10,2024-02-21,Eggs,70.37,13422
11,2024-04-27,Tomatoes,43.12,13652
11,2024-04-27,Detergent,80.23,13652
11,2024-04-27,Detergent,94.68,13652
11,2024-04-27,Kale,72.51,13652
11,2024-04-27,Tomatoes,88.3,13652
11,2024-04-27,Pasta,44.23,13652
11,2024-04-27,Flour,6.91,13652
11,2024-04-27,Juice,47.37,13652
11,2024-04-27,Honey,55.5,13652
11,2024-04-27,Yogurt,28.56,13652
11,2024-04-27,Yogurt,80.73,13652
11,2024-04-27,Nuts,98.4,13652
11,2024-04-27,Kale,10.11,13652
11,2024-04-27,Oranges,7.16,13652
11,2024-04-27,Tomatoes,30.76,13652
12,2023-09-18,Bananas,62.04,14234
12,2023-09-18,Ice Cream,59.55,14234
12,2023-09-18,Honey,45.64,14234
12,2023-09-18,Oranges,18.17,14234
12,2023-09-18,Water,99.33,14234
12,2023-09-18,Oranges,40.55,14234
12,2023-09-18,Milk,99.06,14234
13,2023-12-10,Honey,6.98,13213
13,2023-12-10,Xylitol,53.07,13213
13,2023-12-10,Oranges,64.25,13213
13,2023-12-10,Bananas,75.32,13213
13,2023-12-10,Honey,51.72,13213
13,2023-12-10,Zucchini,24.11,13213
13,2023-12-10,Detergent,6.51,13213
13,2023-12-10,Nuts,91.7,13213
13,2023-12-10,Rice,96.07,13213
13,2023-12-10,Flour,6.98,13213
13,2023-12-10,Xylitol,80.45,13213
13,2023-12-10,Eggs,67.38,13213
13,2023-12-10,Detergent,37.22,13213
14,2024-06-03,Rice,29.95,13537
14,2024-06-03,Milk,36.77,13537
14,2024-06-03,Rice,3.15,13537
14,2024-06-03,Flour,84.04,13537
14,2024-06-03,Ice Cream,83.15,13537
14,2024-06-03,Milk,5.95,13537
14,2024-06-03,Rice,38.87,13537
14,2024-06-03,Vinegar,22.09,13537
14,2024-06-03,Nuts,11.53,13537
14,2024-06-03,Kale,39.63,13537
14,2024-06-03,Vinegar,61.33,13537
14,2024-06-03,Udon,35.87,13537
14,2024-06-03,Pasta,52.72,13537
14,2024-06-03,Grapes,15.19,13537
14,2024-06-03,Grapes,42.33,13537
14,2024-06-03,Pasta,18.85,13537
14,2024-06-03,Quinoa,16.47,13537
15,2024-04-19,Kale,16.52,13383
15,2024-04-19,Carrots,60.11,13383
15,2024-04-19,Pasta,94.09,13383
15,2024-04-19,Sugar,52.51,13383
16,2023-11-08,Flour,55.15,11963
16,2023-11-08,Carrots,33.63,11963
16,2023-11-08,Carrots,96.73,11963
16,2023-11-08,Zucchini,10.72,11963
17,2024-06-22,Detergent,53.84,13121
17,2024-06-22,Flour,1.55,13121
17,2024-06-22,Eggs,98.6,13121
17,2024-06-22,Quinoa,83.81,13121
17,2024-06-22,Flour,2.59,13121
17,2024-06-22,Tomatoes,87.43,13121
17,2024-06-22,Grapes,56.38,13121
17,2024-06-22,Oranges,1.4,13121
17,2024-06-22,Water,26.49,13121
17,2024-06-22,Xylitol,98.01,13121
17,2024-06-22,Water,3.45,13121
17,2024-06-22,Udon,44.01,13121
17,2024-06-22,Water,78.03,13121
17,2024-06-22,Zucchini,48.29,13121
18,2023-08-04,Eggs,93.17,13990
18,2023-08-04,Oranges,20.26,13990
18,2023-08-04,Ice Cream,52.23,13990
18,2023-08-04,Yogurt,94.16,13990
18,2023-08-04,Grapes,85.83,13990
18,2023-08-04,Grapes,20.38,13990
18,2023-08-04,Bananas,20.96,13990
18,2023-08-04,Lettuce,31.13,13990
18,2023-08-04,Milk,76.56,13990
18,2023-08-04,Eggs,44.69,13990
18,2023-08-04,Quinoa,59.01,13990
18,2023-08-04,Bananas,79.91,13990
18,2023-08-04,Kale,77.52,13990
18,2023-08-04,Carrots,37.68,13990
18,2023-08-04,Lettuce,8.43,13990
19,2024-04-01,Udon,69.71,13515
19,2024-04-01,Yogurt,61.09,13515
19,2024-04-01,Juice,87.62,13515
19,2024-04-01,Juice,16.72,13515
19,2024-04-01,Tomatoes,58.68,13515
19,2024-04-01,Lettuce,88.42,13515
19,2024-04-01,Yogurt,85.41,13515
19,2024-04-01,Yogurt,24.2,13515
19,2024-04-01,Udon,47.83,13515
19,2024-04-01,Detergent,19.38,13515
19,2024-04-01,Water,38.54,13515
19,2024-04-01,Tomatoes,12.94,13515
19,2024-04-01,Xylitol,90.97,13515
20,2023-12-15,Water,70.1,12143
20,2023-12-15,Zucchini,82.7,12143
20,2023-12-15,Oranges,53.89,12143
20,2023-12-15,Nuts,41.53,12143
20,2023-12-15,Grapes,28.64,12143
20,2023-12-15,Zucchini,92.08,12143
20,2023-12-15,Pasta,64.93,12143
20,2023-12-15,Xylitol,93.18,12143
20,2023-12-15,Nuts,77.18,12143
20,2023-12-15,Udon,90.24,12143
20,2023-12-15,Pasta,10.05,12143
20,2023-12-15,Rice,23.58,12143
20,2023-12-15,Zucchini,26.01,12143
20,2023-12-15,Detergent,31.2,12143
20,2023-12-15,Xylitol,69.36,12143
20,2023-12-15,Water,36.79,12143
20,2023-12-15,Flour,14.1,12143
21,2023-10-07,Detergent,88.26,13156
21,2023-10-07,Apples,58.09,13156
21,2023-10-07,Zucchini,53.88,13156
21,2023-10-07,Honey,77.75,13156
21,2023-10-07,Flour,17.86,13156
21,2023-10-07,Apples,45.72,13156
21,2023-10-07,Lettuce,52.58,13156
21,2023-10-07,Water,74.51,13156
21,2023-10-07,Kale,87.88,13156
21,2023-10-07,Honey,87.55,13156
22,2024-04-29,Quinoa,21.72,13507
22,2024-04-29,Udon,22.24,13507
22,2024-04-29,Quinoa,81.05,13507
22,2024-04-29,Udon,83.09,13507
23,2023-11-08,Vinegar,37.19,11757
23,2023-11-08,Rice,94.15,11757
23,2023-11-08,Xylitol,42.23,11757
23,2023-11-08,Honey,9.12,11757
23,2023-11-08,Pasta,96.0,11757
23,2023-11-08,Vinegar,69.34,11757
23,2023-11-08,Ice Cream,10.25,11757
23,2023-11-08,Grapes,98.11,11757
23,2023-11-08,Apples,48.9,11757
23,2023-11-08,Kale,92.48,11757
23,2023-11-08,Pasta,83.63,11757
23,2023-11-08,Oranges,35.17,11757
23,2023-11-08,Milk,74.64,11757
23,2023-11-08,Water,78.92,11757
23,2023-11-08,Eggs,55.42,11757
23,2023-11-08,Rice,71.22,11757
23,2023-11-08,Eggs,84.68,11757
23,2023-11-08,Flour,11.77,11757
23,2023-11-08,Grapes,40.7,11757
24,2024-04-14,Flour,97.13,12994
24,2024-04-14,Grapes,59.87,12994
24,2024-04-14,Milk,72.13,12994
24,2024-04-14,Detergent,27.28,12994
24,2024-04-14,Udon,43.77,12994
24,2024-04-14,Milk,94.12,12994
24,2024-04-14,Yogurt,8.73,12994
24,2024-04-14,Tomatoes,73.0,12994
24,2024-04-14,Udon,58.18,12994
24,2024-04-14,Vinegar,74.72,12994
24,2024-04-14,Nuts,39.5,12994
24,2024-04-14,Water,81.93,12994
24,2024-04-14,Carrots,3.85,12994
24,2024-04-14,Yogurt,9.78,12994
24,2024-04-14,Bananas,32.73,12994
24,2024-04-14,Rice,57.75,12994
24,2024-04-14,Vinegar,37.98,12994
24,2024-04-14,Honey,82.35,12994
24,2024-04-14,Detergent,17.99,12994
24,2024-04-14,Flour,80.29,12994
25,2023-07-26,Zucchini,67.41,14085
25,2023-07-26,Pasta,4.78,14085
25,2023-07-26,Honey,92.69,14085
25,2023-07-26,Eggs,34.57,14085
25,2023-07-26,Udon,82.6,14085
25,2023-07-26,Zucchini,91.15,14085
25,2023-07-26,Sugar,26.25,14085
25,2023-07-26,Tomatoes,42.68,14085
25,2023-07-26,Rice,5.96,14085
25,2023-07-26,Flour,10.32,14085
25,2023-07-26,Ice Cream,17.64,14085
25,2023-07-26,Bananas,49.57,14085
25,2023-07-26,Quinoa,28.06,14085
25,2023-07-26,Udon,78.23,14085
25,2023-07-26,Pasta,47.5,14085
25,2023-07-26,Bananas,90.69,14085
25,2023-07-26,Water,32.46,14085
25,2023-07-26,Udon,73.86,14085
26,2023-09-17,Detergent,3.88,12248
26,2023-09-17,Udon,47.35,12248
26,2023-09-17,Eggs,86.11,12248
26,2023-09-17,Lettuce,43.65,12248
27,2023-11-02,Detergent,5.12,13449
27,2023-11-02,Bananas,80.41,13449
27,2023-11-02,Udon,70.11,13449
27,2023-11-02,Milk,69.17,13449
27,2023-11-02,Flour,58.86,13449
27,2023-11-02,Rice,8.43,13449
27,2023-11-02,Zucchini,79.4,13449
27,2023-11-02,Pasta,10.86,13449
27,2023-11-02,Ice Cream,55.77,13449
27,2023-11-02,Eggs,76.92,13449
27,2023-11-02,Lettuce,40.07,13449
27,2023-11-02,Apples,10.86,13449
27,2023-11-02,Oranges,14.89,13449
28,2023-09-18,Udon,43.59,14116
28,2023-09-18,Nuts,83.37,14116
29,2024-05-12,Detergent,43.9,12242
29,2024-05-12,Juice,79.48,12242
29,2024-05-12,Tomatoes,1.81,12242
29,2024-05-12,Quinoa,78.61,12242
30,2024-05-31,Vinegar,13.87,10602
30,2024-05-31,Juice,84.04,10602
30,2024-05-31,Yogurt,74.84,10602
30,2024-05-31,Sugar,8.27,10602
30,2024-05-31,Flour,80.98,10602
31,2024-06-24,Yogurt,14.46,13510
31,2024-06-24,Juice,8.82,13510
31,2024-06-24,Vinegar,6.62,13510
31,2024-06-24,Grapes,51.53,13510
31,2024-06-24,Juice,98.56,13510
31,2024-06-24,Apples,85.4,13510
32,2024-06-12,Oranges,85.51,12073
32,2024-06-12,Kale,15.17,12073
32,2024-06-12,Nuts,64.29,12073
32,2024-06-12,Juice,28.87,12073
32,2024-06-12,Nuts,48.94,12073
32,2024-06-12,Flour,30.52,12073
32,2024-06-12,Flour,38.35,12073
32,2024-06-12,Carrots,26.04,12073
32,2024-06-12,Yogurt,99.81,12073
32,2024-06-12,Detergent,52.38,12073
32,2024-06-12,Flour,74.02,12073
32,2024-06-12,Bananas,98.08,12073
32,2024-06-12,Xylitol,11.59,12073
32,2024-06-12,Pasta,44.49,12073
33,2024-03-06,Nuts,52.91,13950
33,2024-03-06,Water,26.54,13950
33,2024-03-06,Oranges,29.75,13950
33,2024-03-06,Milk,42.24,13950
34,2023-10-05,Tomatoes,68.11,14082
34,2023-10-05,Honey,67.67,14082
34,2023-10-05,Honey,46.51,14082
34,2023-10-05,Nuts,7.63,14082
34,2023-10-05,Eggs,62.23,14082
34,2023-10-05,Kale,45.02,14082
34,2023-10-05,Lettuce,81.08,14082
34,2023-10-05,Zucchini,74.29,14082
35,2023-12-20,Detergent,9.36,11778
35,2023-12-20,Ice Cream,39.74,11778
35,2023-12-20,Sugar,42.53,11778
35,2023-12-20,Detergent,31.21,11778
35,2023-12-20,Flour,34.32,11778
35,2023-12-20,Detergent,68.65,11778
35,2023-12-20,Pasta,32.57,11778
35,2023-12-20,Bananas,26.63,11778
35,2023-12-20,Tomatoes,11.1,11778
36,2023-10-05,Water,22.3,11530
36,2023-10-05,Flour,24.49,11530
36,2023-10-05,Kale,41.94,11530
36,2023-10-05,Apples,63.92,11530
36,2023-10-05,Tomatoes,66.19,11530
36,2023-10-05,Carrots,83.91,11530
36,2023-10-05,Quinoa,53.24,11530
36,2023-10-05,Juice,76.4,11530
36,2023-10-05,Flour,27.21,11530
36,2023-10-05,Eggs,91.21,11530
36,2023-10-05,Zucchini,16.05,11530
36,2023-10-05,Kale,84.93,11530
37,2024-05-02,Juice,72.27,13355
37,2024-05-02,Carrots,29.68,13355
37,2024-05-02,Zucchini,72.66,13355
37,2024-05-02,Kale,7.21,13355
37,2024-05-02,Ice Cream,51.12,13355
37,2024-05-02,Juice,82.39,13355
37,2024-05-02,Bananas,36.78,13355
37,2024-05-02,Yogurt,2.03,13355
37,2024-05-02,Apples,84.45,13355
37,2024-05-02,Udon,1.65,13355
37,2024-05-02,Sugar,71.63,13355
37,2024-05-02,Honey,60.04,13355
37,2024-05-02,Vinegar,55.66,13355
37,2024-05-02,Pasta,4.53,13355
37,2024-05-02,Rice,59.89,13355
37,2024-05-02,Oranges,11.75,13355
38,2023-12-23,Milk,2.35,12843
38,2023-12-23,Water,40.08,12843
38,2023-12-23,Udon,44.0,12843
38,2023-12-23,Juice,58.34,12843
38,2023-12-23,Apples,15.66,12843
38,2023-12-23,Udon,51.72,12843
38,2023-12-23,Apples,28.09,12843
38,2023-12-23,Xylitol,26.69,12843
38,2023-12-23,Carrots,63.43,12843
38,2023-12-23,Pasta,4.35,12843
38,2023-12-23,Zucchini,90.66,12843
38,2023-12-23,Grapes,20.36,12843
39,2023-12-26,Pasta,17.37,13539
39,2023-12-26,Yogurt,50.65,13539
39,2023-12-26,Carrots,88.61,13539
39,2023-12-26,Kale,61.35,13539
39,2023-12-26,Oranges,52.39,13539
39,2023-12-26,Nuts,13.23,13539
39,2023-12-26,Bananas,22.76,13539
39,2023-12-26,Yogurt,63.0,13539
39,2023-12-26,Vinegar,90.9,13539
39,2023-12-26,Flour,49.66,13539
39,2023-12-26,Apples,62.74,13539
39,2023-12-26,Water,41.36,13539
39,2023-12-26,Carrots,38.48,13539
39,2023-12-26,Vinegar,92.32,13539
40,2023-11-15,Juice,83.13,12860
40,2023-11-15,Lettuce,2.81,12860
40,2023-11-15,Juice,49.93,12860
40,2023-11-15,Honey,91.17,12860
40,2023-11-15,Vinegar,99.34,12860
40,2023-11-15,Milk,98.64,12860
40,2023-11-15,Quinoa,19.4,12860
41,2023-11-10,Grapes,11.76,14754
41,2023-11-10,Zucchini,82.63,14754
41,2023-11-10,Grapes,18.41,14754
41,2023-11-10,Vinegar,59.25,14754
41,2023-11-10,Pasta,63.02,14754
41,2023-11-10,Quinoa,28.58,14754
41,2023-11-10,Lettuce,10.33,14754
41,2023-11-10,Grapes,27.7,14754
41,2023-11-10,Detergent,35.59,14754
41,2023-11-10,Oranges,95.98,14754
41,2023-11-10,Honey,23.92,14754
41,2023-11-10,Eggs,70.46,14754
41,2023-11-10,Grapes,95.41,14754
41,2023-11-10,Pasta,75.92,14754
41,2023-11-10,Honey,73.2,14754
41,2023-11-10,Carrots,94.94,14754
41,2023-11-10,Apples,93.26,14754
42,2024-06-25,Nuts,76.38,14529
42,2024-06-25,Lettuce,13.69,14529
42,2024-06-25,Eggs,8.62,14529
42,2024-06-25,Xylitol,76.24,14529
42,2024-06-25,Vinegar,26.05,14529
42,2024-06-25,Honey,2.39,14529
42,2024-06-25,Rice,84.91,14529
42,2024-06-25,Vinegar,74.93,14529
42,2024-06-25,Nuts,34.67,14529
42,2024-06-25,Nuts,58.1,14529
42,2024-06-25,Eggs,68.69,14529
42,2024-06-25,Eggs,79.55,14529
42,2024-06-25,Water,95.08,14529
42,2024-06-25,Vinegar,94.05,14529
42,2024-06-25,Bananas,49.75,14529
42,2024-06-25,Yogurt,22.21,14529
42,2024-06-25,Apples,25.52,14529
42,2024-06-25,Apples,95.86,14529
42,2024-06-25,Apples,34.85,14529
42,2024-06-25,Quinoa,95.57,14529
43,2023-11-15,Tomatoes,50.02,14723
43,2023-11-15,Tomatoes,22.51,14723
43,2023-11-15,Yogurt,59.89,14723
43,2023-11-15,Rice,18.87,14723
43,2023-11-15,Detergent,2.61,14723
43,2023-11-15,Grapes,26.33,14723
43,2023-11-15,Water,85.28,14723
43,2023-11-15,Lettuce,56.07,14723
43,2023-11-15,Ice Cream,58.33,14723
43,2023-11-15,Grapes,18.54,14723
43,2023-11-15,Lettuce,78.71,14723
43,2023-11-15,Rice,62.53,14723
43,2023-11-15,Quinoa,30.35,14723
44,2023-09-04,Flour,49.31,13248
44,2023-09-04,Lettuce,33.06,13248
44,2023-09-04,Nuts,40.11,13248
44,2023-09-04,Bananas,35.86,13248
44,2023-09-04,Vinegar,7.97,13248
45,2024-03-05,Carrots,76.56,14247
45,2024-03-05,Rice,28.18,14247
45,2024-03-05,Sugar,32.51,14247
45,2024-03-05,Grapes,5.41,14247
45,2024-03-05,Kale,42.58,14247
45,2024-03-05,Carrots,83.81,14247
45,2024-03-05,Bananas,32.4,14247
45,2024-03-05,Xylitol,21.27,14247
45,2024-03-05,Grapes,40.38,14247
45,2024-03-05,Ice Cream,72.93,14247
45,2024-03-05,Eggs,81.34,14247
45,2024-03-05,Oranges,41.07,14247
45,2024-03-05,Xylitol,51.23,14247
46,2024-04-28,Yogurt,68.2,11910
46,2024-04-28,Ice Cream,56.43,11910
46,2024-04-28,Grapes,58.34,11910
46,2024-04-28,Vinegar,62.27,11910
46,2024-04-28,Zucchini,27.41,11910
46,2024-04-28,Lettuce,52.63,11910
46,2024-04-28,Honey,31.36,11910
46,2024-04-28,Flour,73.53,11910
46,2024-04-28,Ice Cream,70.15,11910
46,2024-04-28,Nuts,98.41,11910
46,2024-04-28,Nuts,46.05,11910
47,2023-08-18,Pasta,73.34,12711
47,2023-08-18,Grapes,35.24,12711
47,2023-08-18,Zucchini,22.01,12711
47,2023-08-18,Honey,17.32,12711
47,2023-08-18,Nuts,33.69,12711
47,2023-08-18,Grapes,97.85,12711
47,2023-08-18,Water,22.94,12711
48,2023-09-09,Pasta,85.1,13587
48,2023-09-09,Flour,56.18,13587
48,2023-09-09,Xylitol,64.54,13587
48,2023-09-09,Milk,96.28,13587
48,2023-09-09,Udon,39.63,13587
48,2023-09-09,Oranges,81.39,13587
48,2023-09-09,Ice Cream,54.84,13587
48,2023-09-09,Bananas,14.17,13587
48,2023-09-09,Pasta,37.66,13587
48,2023-09-09,Vinegar,82.71,13587
48,2023-09-09,Rice,40.51,13587
48,2023-09-09,Udon,71.13,13587
48,2023-09-09,Sugar,57.46,13587
48,2023-09-09,Xylitol,38.83,13587
48,2023-09-09,Lettuce,68.66,13587
48,2023-09-09,Zucchini,8.49,13587
48,2023-09-09,Carrots,63.69,13587
49,2024-05-20,Vinegar,8.14,12780
49,2024-05-20,Nuts,74.69,12780
49,2024-05-20,Apples,18.93,12780
49,2024-05-20,Yogurt,90.68,12780
49,2024-05-20,Detergent,65.37,12780
50,2023-10-23,Quinoa,19.46,13905
50,2023-10-23,Zucchini,41.68,13905
